group_id,source,dataset,orig_id,caption_id,caption_text,spatial_path,frequency_path,qc_pass,qc_score,seed
1,ml_b,FLUX.1-schnell,1001545525,flickr-9,Two men in Germany jumping over a rail at the same time without shirts.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0001__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0001__src-ml_b.jpg,true,1.0,613698958
2,ml_b,FLUX.1-schnell,000000515289,coco-000000515289,People riding bicycles down the road approaching a bird.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0002__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0002__src-ml_b.jpg,true,1.0,613698959
3,ml_b,FLUX.1-schnell,000000372938,coco-000000372938,A group of people riding on the back of a loaded red pickup truck.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0003__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0003__src-ml_b.jpg,true,1.0,613698960
4,ml_b,FLUX.1-schnell,1007205537,flickr-27,A man stands on one foot while holding on to a waste basket.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0004__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0004__src-ml_b.jpg,true,1.0,613698961
5,ml_b,FLUX.1-schnell,000000374628,coco-000000374628,A kitchen with wood floors and lots of furniture.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0005__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0005__src-ml_b.jpg,true,1.0,613698962
6,ml_b,FLUX.1-schnell,1000344755,flickr-3,Someone in a blue shirt and hat is standing on stair and leaning against a window.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0006__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0006__src-ml_b.jpg,true,1.0,613698963
7,ml_b,FLUX.1-schnell,000000086408,coco-000000086408,"A kitchen with a stove, microwave and refrigerator.",runs/prototype_20260326_192053_p8766/covers/ml_b/g0007__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0007__src-ml_b.jpg,true,1.0,613698964
8,ml_b,FLUX.1-schnell,000000060760,coco-000000060760,A bathroom with a walk in shower currently under repair.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0008__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0008__src-ml_b.jpg,true,1.0,613698965
9,ml_b,FLUX.1-schnell,000000540186,coco-000000540186,A view of a very large bathroom with mirrored walls.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0009__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0009__src-ml_b.jpg,true,1.0,613698966
10,ml_b,FLUX.1-schnell,000000412151,coco-000000412151,A bicycle store shows two males leaning toward a bike.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0010__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0010__src-ml_b.jpg,true,1.0,613698967
11,ml_b,FLUX.1-schnell,000000309022,coco-000000309022,A commercial stainless kitchen with a pot of food cooking.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0011__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0011__src-ml_b.jpg,true,1.0,613698968
12,ml_b,FLUX.1-schnell,000000144941,coco-000000144941,This is an image of the inside of a nice bathroom.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0012__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0012__src-ml_b.jpg,true,1.0,613698969
13,ml_b,FLUX.1-schnell,000000184613,coco-000000184613,A child holding a flowered umbrella and petting a yak.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0013__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0013__src-ml_b.jpg,true,1.0,613698970
14,ml_b,FLUX.1-schnell,1001573224,flickr-10,Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0014__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0014__src-ml_b.jpg,true,1.0,613698971
15,ml_b,FLUX.1-schnell,1007320043,flickr-28,A little girl in pink climbs a rope bridge at the park.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0015__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0015__src-ml_b.jpg,true,1.0,613698972
16,ml_b,FLUX.1-schnell,1005216151,flickr-21,A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0016__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0016__src-ml_b.jpg,true,1.0,613698973
17,ml_b,FLUX.1-schnell,100207720,flickr-15,A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0017__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0017__src-ml_b.jpg,true,1.0,613698974
18,ml_b,FLUX.1-schnell,000000204805,coco-000000204805,A large boat filled with mean on wheels.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0018__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0018__src-ml_b.jpg,true,1.0,613698975
19,ml_b,FLUX.1-schnell,000000224736,coco-000000224736,A professional kitchen filled with sinks and appliances.,runs/prototype_20260326_192053_p8766/covers/ml_b/g0019__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0019__src-ml_b.jpg,true,1.0,613698976
20,ml_b,FLUX.1-schnell,1003420127,flickr-18,"A group of adults, inside a home, sitting on chairs arranged in a circle, playing a type of musical instruments.",runs/prototype_20260326_192053_p8766/covers/ml_b/g0020__src-ml_b.png,runs/prototype_20260326_192053_p8766/covers/ml_b/g0020__src-ml_b.jpg,true,1.0,613698977
