group_id,source,method,payload_level,encryption,psnr,ssim,fsim
1,real,lsb,low,plain,57.134881634624115,0.998914174302881,
1,real,lsb,low,encrypted,57.14384785354481,0.9989181408327763,
1,ml_a,lsb,low,plain,57.141340722398496,0.9988299095523232,
1,ml_a,lsb,low,encrypted,57.161968559003846,0.9988343199558065,
1,ml_b,lsb,low,plain,57.14516797782363,0.9986316695753356,
1,ml_b,lsb,low,encrypted,57.13119503579935,0.9986324660100304,
2,real,lsb,low,plain,57.178302177998134,0.9984399403962831,
2,real,lsb,low,encrypted,57.1654160774365,0.9984375669920899,
2,ml_a,lsb,low,plain,57.19443037341098,0.9987167021329855,
2,ml_a,lsb,low,encrypted,57.16714086346272,0.998712765474318,
2,ml_b,lsb,low,plain,57.135540285279646,0.9982054687807084,
2,ml_b,lsb,low,encrypted,57.16501814715027,0.9982240095164603,
3,real,lsb,low,plain,57.19202734218732,0.9980064921028233,
3,real,lsb,low,encrypted,57.1554787422663,0.9979928807232641,
3,ml_a,lsb,low,plain,57.15230359131436,0.9991636977403043,
3,ml_a,lsb,low,encrypted,57.16647740315513,0.9991628262196727,
3,ml_b,lsb,low,plain,57.16687546717694,0.9992430571374773,
3,ml_b,lsb,low,encrypted,57.18749190780248,0.9992511916009957,
4,real,lsb,low,plain,57.17604102418923,0.998750274023571,
4,real,lsb,low,encrypted,57.15243584293424,0.998745275968997,
4,ml_a,lsb,low,plain,57.15058468664296,0.9987032067853385,
4,ml_a,lsb,low,encrypted,57.16700816329254,0.9987049474549945,
4,ml_b,lsb,low,plain,57.15256809858157,0.9980923851495487,
4,ml_b,lsb,low,encrypted,57.18842528659158,0.9981130591367963,
5,real,lsb,low,plain,57.16064331874486,0.9996413815145319,
5,real,lsb,low,encrypted,57.14820578737948,0.9996414108485402,
5,ml_a,lsb,low,plain,57.176572954475766,0.9991872291740105,
5,ml_a,lsb,low,encrypted,57.15243584293424,0.9991803652050012,
5,ml_b,lsb,low,plain,57.168999091714376,0.9993298065787453,
5,ml_b,lsb,low,encrypted,57.15151016615795,0.9993288343487013,
6,real,lsb,low,plain,57.15839133797413,0.9997212070583854,
6,real,lsb,low,encrypted,57.17471148344134,0.999724284364761,
6,ml_a,lsb,low,plain,57.147941545657574,0.999006222767121,
6,ml_a,lsb,low,encrypted,57.14411184630029,0.9990062582416263,
6,ml_b,lsb,low,plain,57.17471148344134,0.9993236771367091,
6,ml_b,lsb,low,encrypted,57.16554872896811,0.9993205755549669,
7,real,lsb,low,plain,57.14186841921798,0.9992500466787604,
7,real,lsb,low,encrypted,57.16249876835856,0.999257475771409,
7,ml_a,lsb,low,plain,57.190159236727396,0.9987358725485485,
7,ml_a,lsb,low,encrypted,57.146884739515585,0.9987161615243931,
7,ml_b,lsb,low,plain,57.14397984791664,0.9983993321076352,
7,ml_b,lsb,low,encrypted,57.1736481438219,0.9984069964235613,
8,real,lsb,low,plain,57.16210110527414,0.9996283983240063,
8,real,lsb,low,encrypted,57.14926291507143,0.9996244657664975,
8,ml_a,lsb,low,plain,57.18003209031697,0.998961819145886,
8,ml_a,lsb,low,encrypted,57.1687335818519,0.998959577178988,
8,ml_b,lsb,low,plain,57.162631330812026,0.9985952731719159,
8,ml_b,lsb,low,encrypted,57.160378319213464,0.9985959926207852,
9,real,lsb,low,plain,57.16780442514089,0.9985061409024323,
9,real,lsb,low,encrypted,57.19109318901232,0.9985185854255968,
9,ml_a,lsb,low,plain,57.16661008710848,0.9984895562320567,
9,ml_a,lsb,low,encrypted,57.15958341762452,0.9984859263528763,
9,ml_b,lsb,low,plain,57.19723559139141,0.9985895312209656,
9,ml_b,lsb,low,encrypted,57.17019408700972,0.998584119858615,
10,real,lsb,low,plain,57.18882536748904,0.9986199783209744,
10,real,lsb,low,encrypted,57.164885511823584,0.998614517011138,
10,ml_a,lsb,low,plain,57.15045249138173,0.9990145660205181,
10,ml_a,lsb,low,encrypted,57.178568273508226,0.9990217596137765,
10,ml_b,lsb,low,plain,57.14899860902388,0.9984698169211839,
10,ml_b,lsb,low,encrypted,57.14424384869598,0.9984697762551769,
11,real,lsb,low,plain,57.185359223544275,0.999329656124751,
11,real,lsb,low,encrypted,57.16104084836289,0.9993311710936545,
11,ml_a,lsb,low,plain,57.17298368874509,0.998354048030746,
11,ml_a,lsb,low,encrypted,57.15164239361823,0.998345791656135,
11,ml_b,lsb,low,plain,57.129747584892606,0.9984689116718293,
11,ml_b,lsb,low,encrypted,57.17032688456409,0.998489510149676,
12,real,lsb,low,plain,57.14094499185751,0.9992273295519737,
12,real,lsb,low,encrypted,57.17338234959194,0.9992331951193569,
12,ml_a,lsb,low,plain,57.11923515659719,0.9988577543528485,
12,ml_a,lsb,low,encrypted,57.13093182702235,0.9988563686492582,
12,ml_b,lsb,low,plain,57.16329420378049,0.9981909117355061,
12,ml_b,lsb,low,encrypted,57.14780943082544,0.9981862066457238,
13,real,lsb,low,plain,57.18189584375472,0.999234405863919,
13,real,lsb,low,encrypted,57.15733198624305,0.9992288380736072,
13,ml_a,lsb,low,plain,57.16475288054752,0.9981020276378362,
13,ml_a,lsb,low,encrypted,57.1640897849177,0.9980995174397188,
13,ml_b,lsb,low,plain,57.163029042451896,0.9983173638248624,
13,ml_b,lsb,low,encrypted,57.157596799951605,0.998313243403907,
14,real,lsb,low,plain,57.11582408898701,0.9991301550635892,
14,real,lsb,low,encrypted,57.14899860902388,0.9991404081310461,
14,ml_a,lsb,low,plain,57.151906860617004,0.9991351138235034,
14,ml_a,lsb,low,encrypted,57.19817106685416,0.9991453552689812,
14,ml_b,lsb,low,plain,57.1759080517969,0.9983228058277209,
14,ml_b,lsb,low,encrypted,57.17271793517635,0.998322720634482,
15,real,lsb,low,plain,57.15296488969077,0.9997061222801775,
15,real,lsb,low,encrypted,57.15309716145039,0.9997081502953531,
15,ml_a,lsb,low,plain,57.16568138455158,0.9985523136192972,
15,ml_a,lsb,low,encrypted,57.14648850350245,0.9985487161142996,
15,ml_b,lsb,low,plain,57.171123755175316,0.9987472664809199,
15,ml_b,lsb,low,encrypted,57.17524325089873,0.9987467310684174,
16,real,lsb,low,plain,57.18629214404356,0.9988712541482231,
16,real,lsb,low,encrypted,57.16249876835856,0.9988666921939117,
16,ml_a,lsb,low,plain,57.15362628877814,0.9983788458755187,
16,ml_a,lsb,low,encrypted,57.17072530159286,0.9983840085483047,
16,ml_b,lsb,low,plain,57.13830770936017,0.99933679119374,
16,ml_b,lsb,low,encrypted,57.167273567687715,0.9993445822412911,
17,real,lsb,low,plain,57.1313266461701,0.9983618981500622,
17,real,lsb,low,encrypted,57.17138941120788,0.9983815000672024,
17,ml_a,lsb,low,plain,57.15852377511126,0.9980366841642451,
17,ml_a,lsb,low,encrypted,57.17138941120788,0.998043964437415,
17,ml_b,lsb,low,plain,57.16064331874486,0.9985189392198144,
17,ml_b,lsb,low,encrypted,57.15230359131436,0.9985139528958388,
18,real,lsb,low,plain,57.17630698118854,0.998649023989644,
18,real,lsb,low,encrypted,57.13066863419645,0.9986301256611618,
18,ml_a,lsb,low,plain,57.15375858068363,0.9984938731976222,
18,ml_a,lsb,low,encrypted,57.16767170469413,0.9985004358160585,
18,ml_b,lsb,low,plain,57.168866334754114,0.9985143611533687,
18,ml_b,lsb,low,encrypted,57.19589954732161,0.9985226862357957,
19,real,lsb,low,plain,57.17683894405289,0.999437714127871,
19,real,lsb,low,encrypted,57.17763701054358,0.9994357921082986,
19,ml_a,lsb,low,plain,57.17617400065302,0.9980267519917596,
19,ml_a,lsb,low,encrypted,57.15283262195959,0.9980157496966735,
19,ml_b,lsb,low,plain,57.16700816329254,0.9982632127914953,
19,ml_b,lsb,low,encrypted,57.11293989212251,0.9982500583387933,
20,real,lsb,low,plain,57.15984836865526,0.9993417887390903,
20,real,lsb,low,encrypted,57.159450948170374,0.9993423670475811,
20,ml_a,lsb,low,plain,57.17963281861735,0.9992072221649114,
20,ml_a,lsb,low,encrypted,57.1331696102627,0.999194242360861,
20,ml_b,lsb,low,plain,57.2107527261296,0.998867744113056,
20,ml_b,lsb,low,encrypted,57.17617400065302,0.9988646615488761,
